datetime,price,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2025-01-27 13:00:00,36.84,103.67,55.24,107.65,26.99,172.79,37.27,939.95,403.91
2025-01-27 14:00:00,42.41,104.82,68.28,128.55,31.22,127.64,45.24,933.43,373.11
2025-01-27 15:00:00,61.59,105.59,76.28,141.52,33.7,79.33,37.13,931.97,326.04
2025-01-27 16:00:00,70.39,105.47,79.71,159.27,34.79,11.34,38.64,893.5,266.1
2025-01-27 17:00:00,82.99,106.71,93.3,220.86,39.03,4.77,40.32,861.26,215.1
2025-01-27 18:00:00,83.37,106.6,101.18,223.67,39.33,4.79,40.66,665.05,194.35
2025-01-27 19:00:00,73.91,107.38,94.19,223.29,39.19,4.79,40.41,683.31,163.53
2025-01-27 20:00:00,66.47,108.76,93.33,222.8,38.61,4.79,40.91,784.81,116.77
2025-01-27 21:00:00,60.0,106.45,97.24,217.18,28.77,4.79,40.67,549.02,106.05
2025-01-27 22:00:00,57.01,107.6,90.23,207.88,26.15,4.79,39.81,317.16,112.54
2025-01-27 23:00:00,49.92,141.24,79.49,190.92,24.42,4.79,39.45,342.62,210.96
2025-01-28 00:00:00,50.85,178.62,68.99,151.23,21.35,4.79,37.78,390.61,289.88
2025-01-28 01:00:00,47.21,182.54,56.49,135.37,17.45,4.79,35.16,454.09,264.57
2025-01-28 02:00:00,39.48,181.51,45.82,143.96,14.13,4.79,33.63,590.8,242.0
2025-01-28 03:00:00,45.0,182.6,47.85,149.15,14.78,4.79,33.97,802.11,261.47
2025-01-28 04:00:00,49.78,187.93,48.33,150.2,15.05,4.79,33.88,639.77,196.04
2025-01-28 05:00:00,50.17,202.48,55.47,161.1,25.91,4.79,34.88,535.08,211.33
2025-01-28 06:00:00,82.03,231.71,73.57,190.72,33.02,4.79,46.68,581.28,226.62
2025-01-28 07:00:00,125.46,286.26,90.84,209.03,36.27,4.81,44.74,790.58,252.03
2025-01-28 08:00:00,147.5,270.64,95.4,217.43,37.16,17.21,46.31,588.52,169.44
2025-01-28 09:00:00,135.31,266.79,101.65,227.94,39.18,90.95,46.7,486.58,153.62
2025-01-28 10:00:00,120.54,325.56,102.07,231.57,39.19,210.69,46.65,370.23,146.98
2025-01-28 11:00:00,116.34,302.52,102.26,230.57,39.22,285.62,46.14,277.27,103.84
2025-01-28 12:00:00,114.76,296.89,103.42,232.9,39.37,275.52,46.64,161.62,64.1
2025-01-28 13:00:00,117.39,287.56,103.96,222.47,39.31,234.86,45.31,104.29,57.26
2025-01-28 14:00:00,121.33,289.7,104.79,226.15,39.97,122.22,46.41,107.93,52.82
2025-01-28 15:00:00,139.91,293.27,105.05,228.33,40.07,55.82,46.88,133.32,62.89
2025-01-28 16:00:00,147.0,315.71,103.31,214.55,39.47,13.64,46.41,187.56,74.18
2025-01-28 17:00:00,149.6,306.89,129.69,223.75,39.03,4.64,46.43,161.34,85.13
2025-01-28 18:00:00,134.94,315.62,139.22,226.91,39.72,4.72,47.12,178.88,98.15
2025-01-28 19:00:00,128.9,329.98,148.24,233.69,41.08,4.72,48.0,179.2,85.71
2025-01-28 20:00:00,94.76,329.58,111.09,226.86,39.51,4.72,47.5,157.41,79.79
2025-01-28 21:00:00,87.27,319.06,107.26,222.9,30.75,4.72,41.8,173.14,81.39
2025-01-28 22:00:00,79.81,320.1,91.12,191.98,28.08,4.72,38.5,182.86,72.0
2025-01-28 23:00:00,64.43,312.6,90.06,189.7,27.98,4.72,38.65,177.07,67.5
2025-01-29 00:00:00,87.72,290.34,89.51,189.83,27.81,4.72,37.94,175.36,62.49
2025-01-29 01:00:00,83.39,305.54,90.14,191.06,28.02,4.72,38.74,155.69,47.91
2025-01-29 02:00:00,78.16,321.05,92.54,195.83,28.78,4.72,39.45,180.25,45.62
2025-01-29 03:00:00,75.64,319.86,89.68,191.2,27.89,4.72,39.37,182.45,44.6
2025-01-29 04:00:00,77.85,319.44,89.45,191.4,27.82,4.71,40.28,181.52,45.44
2025-01-29 05:00:00,84.64,325.37,94.36,210.33,29.44,4.72,48.65,159.44,48.68
2025-01-29 06:00:00,93.15,308.35,94.45,226.39,36.62,4.72,50.53,197.19,52.11
2025-01-29 07:00:00,141.42,322.02,104.0,230.34,40.14,4.73,50.34,189.12,58.13
2025-01-29 08:00:00,142.54,322.32,131.53,228.27,39.79,12.21,48.7,171.99,64.73
2025-01-29 09:00:00,130.46,329.25,132.41,228.27,39.97,63.28,52.27,188.97,73.18
2025-01-29 10:00:00,105.06,326.95,130.25,224.99,39.33,120.12,47.54,238.32,57.62
2025-01-29 11:00:00,89.25,318.21,122.31,224.16,38.98,180.7,47.18,281.89,41.06
2025-01-29 12:00:00,85.0,309.04,118.7,220.25,38.29,158.08,50.43,241.09,31.19
2025-01-29 13:00:00,85.53,297.56,119.7,221.36,38.62,131.83,50.37,233.23,31.87
2025-01-29 14:00:00,87.67,289.69,121.42,224.2,39.33,58.82,53.36,287.44,30.76
2025-01-29 15:00:00,102.75,299.62,122.88,226.36,39.61,18.05,60.58,261.06,38.54
2025-01-29 16:00:00,132.66,325.06,127.02,222.89,38.9,5.52,52.11,234.78,60.63
2025-01-29 17:00:00,149.57,343.18,128.96,223.12,38.9,4.83,61.45,379.93,133.07
2025-01-29 18:00:00,150.1,346.18,122.6,212.37,36.83,4.82,49.94,482.25,266.1
2025-01-29 19:00:00,143.52,348.13,95.39,212.32,36.76,4.82,49.36,519.18,296.38
2025-01-29 20:00:00,123.76,344.96,93.11,210.36,36.36,4.82,49.32,810.28,316.11
2025-01-29 21:00:00,113.63,337.55,94.45,212.43,36.78,4.81,48.8,857.95,326.03
2025-01-29 22:00:00,110.25,332.2,85.98,209.07,36.22,4.81,44.1,833.69,333.64
2025-01-29 23:00:00,43.44,299.22,78.36,199.47,34.41,4.81,41.1,900.78,325.61
2025-01-30 00:00:00,52.59,285.13,78.89,200.27,27.88,4.81,44.35,796.56,297.26
2025-01-30 01:00:00,53.38,314.6,87.05,199.05,24.21,4.81,41.63,798.9,295.36
2025-01-30 02:00:00,57.18,322.64,78.59,198.62,24.15,4.81,41.05,856.01,300.64
2025-01-30 03:00:00,46.59,326.05,77.24,197.28,23.95,4.81,41.25,867.67,339.2
2025-01-30 04:00:00,44.51,322.76,69.47,184.48,21.53,4.81,40.23,870.69,350.69
2025-01-30 05:00:00,54.97,322.36,69.27,184.76,21.46,4.81,42.63,870.44,343.75
2025-01-30 06:00:00,68.68,323.0,66.36,180.03,20.56,4.81,46.88,905.45,343.76
2025-01-30 07:00:00,141.65,322.8,88.08,206.06,25.55,4.82,51.27,854.11,317.44
2025-01-30 08:00:00,152.8,322.1,130.09,210.72,26.48,7.74,49.97,844.77,294.44
2025-01-30 09:00:00,145.37,323.75,132.0,209.46,26.14,32.89,50.66,831.4,304.78
2025-01-30 10:00:00,130.26,327.88,90.9,202.81,30.09,62.51,48.75,844.27,323.68
2025-01-30 11:00:00,115.88,325.7,87.82,201.59,32.67,108.4,48.4,861.45,307.08
2025-01-30 12:00:00,111.95,322.21,91.47,207.27,33.94,151.54,51.27,791.68,304.45
2025-01-30 13:00:00,113.31,321.14,104.35,221.39,43.4,116.36,63.71,724.43,288.24
2025-01-30 14:00:00,129.42,319.8,93.97,210.98,34.52,96.73,50.54,684.02,264.62
2025-01-30 15:00:00,153.22,320.57,96.67,213.72,35.0,52.41,56.24,574.0,189.9
2025-01-30 16:00:00,155.99,320.1,128.72,218.33,35.51,12.75,64.99,479.72,189.44
2025-01-30 17:00:00,184.97,319.33,132.03,215.18,34.93,7.27,51.39,561.88,209.45
2025-01-30 18:00:00,176.86,323.4,129.86,212.09,34.61,7.3,49.61,474.66,182.27
2025-01-30 19:00:00,161.29,323.78,140.41,213.07,34.81,7.3,60.23,356.41,166.72
2025-01-30 20:00:00,150.21,324.27,128.19,207.8,33.88,7.3,49.26,409.83,151.31
2025-01-30 21:00:00,134.17,322.73,103.18,222.23,36.69,7.29,53.19,463.96,128.18
2025-01-30 22:00:00,126.46,323.57,112.32,237.41,39.57,7.29,51.62,469.04,116.73
2025-01-30 23:00:00,120.2,321.93,98.33,231.51,38.36,7.3,55.18,417.27,110.75
2025-01-31 00:00:00,114.94,322.42,92.01,221.1,36.59,7.29,52.44,414.08,105.64
2025-01-31 01:00:00,105.13,317.83,88.01,215.41,35.32,7.3,49.35,451.5,110.63
2025-01-31 02:00:00,102.57,322.41,98.2,218.23,35.75,7.29,47.45,365.84,111.16
2025-01-31 03:00:00,102.88,325.91,101.33,219.34,36.08,7.29,48.23,362.97,116.98
2025-01-31 04:00:00,98.38,316.19,105.62,226.17,37.41,7.29,49.92,388.42,147.8
2025-01-31 05:00:00,98.08,316.75,91.92,220.65,36.36,7.3,46.62,361.98,165.37
2025-01-31 06:00:00,117.73,318.84,98.9,232.1,38.46,7.3,53.11,361.55,168.82
2025-01-31 07:00:00,154.96,320.53,131.89,228.18,37.86,7.32,47.18,386.69,168.4
2025-01-31 08:00:00,163.7,320.75,136.57,222.56,36.81,13.43,45.7,377.92,114.48
2025-01-31 09:00:00,154.83,323.5,133.28,216.89,35.71,35.95,44.37,321.3,77.13
2025-01-31 10:00:00,130.1,323.02,134.23,218.78,36.16,61.48,45.92,290.01,101.14
2025-01-31 11:00:00,126.2,323.36,134.2,219.28,36.13,93.59,44.87,344.02,116.13
2025-01-31 12:00:00,120.06,321.42,132.03,215.81,35.51,98.49,43.59,324.7,111.49
2025-01-31 13:00:00,121.19,320.85,130.73,213.31,35.03,73.02,46.73,343.74,98.65
2025-01-31 14:00:00,119.77,321.75,134.69,219.8,36.3,65.18,44.07,400.48,75.05
2025-01-31 15:00:00,149.87,323.38,138.56,225.31,37.43,32.24,47.32,381.61,85.2
2025-01-31 16:00:00,168.26,319.53,138.11,224.7,37.34,6.36,45.78,375.4,71.15
2025-01-31 17:00:00,185.27,320.41,145.22,233.85,40.55,0.0,45.43,250.52,110.14
2025-01-31 18:00:00,184.49,323.2,163.76,239.73,42.22,0.0,46.03,339.24,145.25
2025-01-31 19:00:00,179.0,324.94,152.02,235.83,41.42,0.0,45.9,444.88,141.31
2025-01-31 20:00:00,162.66,321.41,143.43,233.78,39.17,0.0,45.66,393.21,143.55
2025-01-31 21:00:00,152.7,317.92,102.12,231.28,38.47,0.0,43.74,464.73,132.58
2025-01-31 22:00:00,144.31,319.96,97.93,231.19,38.46,0.0,43.78,379.3,112.29
2025-01-31 23:00:00,131.41,321.4,97.93,231.01,38.47,0.0,43.75,392.99,100.02
2025-02-01 00:00:00,136.93,312.55,95.75,226.96,37.79,0.0,43.32,306.15,91.81
2025-02-01 01:00:00,129.11,315.93,97.58,229.94,38.37,0.0,43.95,272.76,80.98
2025-02-01 02:00:00,124.24,321.7,98.31,231.19,38.59,0.0,46.84,215.67,77.81
2025-02-01 03:00:00,119.12,316.47,97.64,230.14,38.35,0.0,43.63,189.98,83.5
2025-02-01 04:00:00,113.48,309.43,110.56,236.5,39.63,0.0,44.42,140.53,72.57
2025-02-01 05:00:00,106.75,312.83,112.33,236.03,39.54,0.0,44.17,125.1,83.08
2025-02-01 06:00:00,120.28,312.08,99.97,230.49,38.56,0.0,46.35,109.31,62.64
2025-02-01 07:00:00,132.72,312.14,132.69,233.88,38.97,0.0,47.84,126.38,50.62
2025-02-01 08:00:00,149.78,311.51,141.55,232.6,38.74,7.68,44.2,127.26,46.64
2025-02-01 09:00:00,142.44,310.78,142.83,232.72,38.83,53.7,46.63,136.81,39.3
2025-02-01 10:00:00,128.4,312.4,141.54,230.91,38.35,108.92,45.07,80.6,23.09
2025-02-01 11:00:00,120.09,312.76,128.6,219.77,36.37,157.72,42.78,31.87,18.25
2025-02-01 12:00:00,110.29,313.27,126.09,219.28,36.19,160.72,42.96,20.0,21.52
2025-02-01 13:00:00,103.4,315.66,125.44,218.26,35.92,118.61,42.71,35.72,22.03
2025-02-01 14:00:00,113.7,313.87,126.8,220.48,36.36,73.52,42.76,62.45,29.53
2025-02-01 15:00:00,129.49,311.92,134.05,227.06,37.61,38.28,43.67,88.35,38.98
2025-02-01 16:00:00,154.43,312.08,138.89,229.1,38.03,6.87,43.51,64.29,38.78
2025-02-01 17:00:00,168.27,315.27,141.03,230.67,38.31,0.0,43.87,64.61,23.74
2025-02-01 18:00:00,167.51,311.68,140.92,230.55,38.14,0.0,44.03,40.17,15.83
2025-02-01 19:00:00,162.99,310.89,142.36,233.51,38.75,0.0,49.35,39.91,17.93
2025-02-01 20:00:00,156.6,312.51,141.09,230.74,38.27,0.0,45.47,40.42,21.82
2025-02-01 21:00:00,145.25,309.88,107.04,227.96,37.95,0.0,43.76,45.36,11.97
2025-02-01 22:00:00,141.74,311.43,122.8,233.96,44.84,0.0,45.86,43.55,13.93
2025-02-01 23:00:00,131.74,309.08,119.07,234.4,39.0,0.0,44.47,34.77,14.85
2025-02-02 00:00:00,133.26,318.56,105.37,229.47,37.95,0.0,44.06,46.05,13.23
2025-02-02 01:00:00,126.91,320.7,101.56,224.44,36.96,0.0,43.31,49.62,11.73
2025-02-02 02:00:00,122.99,316.42,89.4,204.16,33.16,0.0,42.06,52.73,10.85
2025-02-02 03:00:00,120.67,315.77,87.7,201.33,32.66,0.0,42.04,32.92,7.51
2025-02-02 04:00:00,122.34,313.02,86.58,199.63,32.29,0.0,42.02,23.15,7.24
2025-02-02 05:00:00,123.42,316.6,96.58,201.71,32.7,0.0,42.28,9.55,7.75
2025-02-02 06:00:00,128.09,318.97,88.73,200.29,32.44,0.0,42.27,4.75,8.05
2025-02-02 07:00:00,135.9,315.0,123.58,211.73,34.54,0.0,52.16,6.04,9.66
2025-02-02 08:00:00,137.3,318.58,135.81,222.62,36.61,5.25,48.59,6.36,9.2
2025-02-02 09:00:00,137.7,315.8,131.88,216.62,35.51,28.07,53.4,4.07,8.91
2025-02-02 10:00:00,130.04,315.55,128.11,221.03,36.43,49.52,64.29,3.95,12.34
2025-02-02 11:00:00,129.33,315.73,125.12,219.12,36.1,72.26,61.56,7.77,14.84
2025-02-02 12:00:00,122.24,314.47,119.49,209.37,34.21,91.42,60.19,24.41,14.0
2025-02-02 13:00:00,111.88,314.57,117.47,206.51,33.66,107.67,59.62,37.51,13.13
2025-02-02 14:00:00,116.42,315.96,115.32,202.66,32.93,97.57,50.03,41.31,14.08
2025-02-02 15:00:00,127.97,312.6,120.8,200.49,32.61,66.06,42.49,54.6,14.61
2025-02-02 16:00:00,151.21,311.44,134.22,219.14,36.14,18.55,52.12,66.75,14.99
2025-02-02 17:00:00,164.03,312.89,135.72,221.44,36.58,0.0,53.29,131.34,20.85
2025-02-02 18:00:00,172.49,316.24,148.18,229.08,38.13,0.0,51.52,88.58,15.8
2025-02-02 19:00:00,173.95,311.91,131.29,212.69,35.1,0.0,43.45,96.54,11.33
2025-02-02 20:00:00,165.49,310.59,131.21,213.72,35.26,0.0,45.28,99.85,10.42
2025-02-02 21:00:00,155.77,309.28,130.24,212.58,34.88,0.0,44.28,74.2,11.64
2025-02-02 22:00:00,148.43,312.27,140.76,225.01,37.18,0.0,43.96,36.76,10.06
2025-02-02 23:00:00,133.23,321.3,142.68,227.97,37.76,0.0,46.55,48.97,13.97
2025-02-03 00:00:00,129.53,312.88,102.93,223.92,36.87,0.0,49.58,58.84,14.39
2025-02-03 01:00:00,126.63,333.24,110.58,227.4,37.53,0.0,56.17,62.63,11.28
2025-02-03 02:00:00,124.71,317.02,99.26,219.81,36.1,0.0,43.47,49.37,11.33
2025-02-03 03:00:00,120.03,313.39,101.56,224.0,36.98,0.0,47.13,39.18,9.22
2025-02-03 04:00:00,123.23,310.87,100.33,221.78,36.58,0.0,40.75,42.08,9.77
2025-02-03 05:00:00,127.76,327.6,111.75,228.73,37.89,0.0,51.27,28.74,10.42
2025-02-03 06:00:00,159.17,319.42,104.29,225.84,37.33,0.0,49.89,7.83,9.83
2025-02-03 07:00:00,207.88,320.83,128.38,217.62,35.76,0.0,43.57,10.76,12.78
2025-02-03 08:00:00,243.23,232.01,133.09,211.44,34.67,16.3,41.57,27.07,21.25
2025-02-03 09:00:00,178.03,224.98,137.13,206.85,33.74,110.64,41.46,73.32,49.83
2025-02-03 10:00:00,149.95,217.15,150.06,210.41,34.47,223.7,44.89,120.08,46.8
2025-02-03 11:00:00,126.05,214.72,153.16,213.83,35.24,314.15,42.12,96.39,27.86
2025-02-03 12:00:00,117.26,212.25,151.84,203.25,33.1,348.57,41.21,93.2,27.58
2025-02-03 13:00:00,115.29,219.03,156.91,218.07,35.87,305.93,41.8,84.68,22.51
2025-02-03 14:00:00,124.19,226.4,169.66,229.82,38.19,211.65,42.75,105.72,21.29
2025-02-03 15:00:00,145.87,211.83,149.54,216.9,35.63,116.88,42.21,128.37,17.6
2025-02-03 16:00:00,170.71,224.5,147.55,207.87,33.97,20.7,53.15,141.9,15.96
2025-02-03 17:00:00,216.0,225.53,151.17,210.94,34.55,0.0,42.38,206.06,17.3
2025-02-03 18:00:00,200.73,225.56,151.85,212.12,34.78,1.66,43.52,182.86,24.32
2025-02-03 19:00:00,201.1,225.07,150.7,210.74,34.44,3.21,41.13,201.7,36.04
2025-02-03 20:00:00,167.74,224.33,149.62,209.16,34.12,0.0,42.95,258.85,50.83
2025-02-03 21:00:00,153.01,223.3,148.8,207.6,33.82,0.0,42.61,269.56,55.69
2025-02-03 22:00:00,144.23,255.7,155.35,217.8,35.85,0.0,51.36,242.38,70.4
2025-02-03 23:00:00,135.81,314.7,125.94,223.52,36.93,0.0,52.58,211.36,64.01
2025-02-04 00:00:00,132.4,319.7,137.73,225.35,37.26,0.0,52.86,160.53,45.2
2025-02-04 01:00:00,125.54,315.78,135.39,223.21,36.87,0.0,57.61,128.72,42.66
2025-02-04 02:00:00,123.18,321.13,122.15,220.08,36.23,0.0,46.08,89.79,37.63
2025-02-04 03:00:00,123.99,325.34,121.28,219.66,36.18,0.0,41.97,92.58,40.43
2025-02-04 04:00:00,123.25,321.16,120.6,218.56,35.96,0.0,43.06,58.11,27.57
2025-02-04 05:00:00,127.63,321.71,122.69,219.73,36.29,0.0,47.66,37.56,29.45
2025-02-04 06:00:00,155.45,324.4,160.64,229.01,38.08,0.0,53.72,86.58,37.01
2025-02-04 07:00:00,192.27,319.75,168.99,223.65,38.31,0.01,43.15,147.15,52.39
2025-02-04 08:00:00,212.04,319.29,161.9,219.65,38.09,10.92,41.81,172.59,88.14
2025-02-04 09:00:00,163.35,320.03,171.45,235.72,41.22,49.69,48.11,162.79,91.39
2025-02-04 10:00:00,136.53,322.99,172.69,237.3,41.57,86.61,46.17,124.31,94.5
2025-02-04 11:00:00,126.57,323.09,164.15,231.39,40.46,133.72,42.64,194.02,106.3
2025-02-04 12:00:00,116.89,321.6,164.74,233.53,40.87,142.43,42.67,205.35,111.38
2025-02-04 13:00:00,113.17,324.04,163.52,231.94,40.54,104.0,42.79,218.23,132.9
2025-02-04 14:00:00,120.09,321.76,167.87,223.97,38.7,64.3,49.34,195.16,101.45
2025-02-04 15:00:00,127.47,321.77,176.4,235.45,39.65,24.28,43.3,215.95,82.82
2025-02-04 16:00:00,164.82,323.32,161.92,229.04,39.84,6.23,45.69,296.14,109.16
2025-02-04 17:00:00,168.99,323.27,146.54,204.75,35.18,0.0,43.05,355.08,129.36
2025-02-04 18:00:00,175.0,323.62,157.69,210.87,36.45,0.0,41.45,402.26,145.64
2025-02-04 19:00:00,162.04,323.6,152.92,208.99,36.13,0.0,41.23,341.78,173.3
2025-02-04 20:00:00,145.01,323.24,160.53,214.66,36.82,0.0,41.69,399.3,190.34
2025-02-04 21:00:00,123.29,320.72,122.34,212.97,27.81,0.0,44.73,476.46,184.86
2025-02-04 22:00:00,105.41,321.75,118.36,211.82,26.63,0.0,41.69,525.07,200.57
2025-02-04 23:00:00,75.72,323.98,118.68,212.39,26.73,0.0,42.65,617.13,225.54
2025-02-05 00:00:00,78.39,326.12,93.36,188.3,22.06,0.0,42.27,599.37,236.1
2025-02-05 01:00:00,79.85,319.84,69.5,177.64,19.9,0.0,42.48,608.49,278.7
2025-02-05 02:00:00,81.52,317.65,44.04,144.74,13.63,0.0,38.27,666.83,300.25
2025-02-05 03:00:00,80.57,317.38,39.26,136.65,12.13,0.0,37.93,717.56,275.76
2025-02-05 04:00:00,88.9,315.88,46.22,147.77,14.31,0.0,39.53,673.31,251.9
2025-02-05 05:00:00,96.52,319.73,60.87,153.88,18.88,0.0,41.25,661.21,246.87
2025-02-05 06:00:00,109.83,319.8,67.46,179.7,20.94,0.0,41.98,663.84,279.86
2025-02-05 07:00:00,126.38,321.67,69.8,185.99,23.41,0.0,43.57,708.53,279.3
2025-02-05 08:00:00,139.99,321.02,69.87,186.15,31.39,4.66,46.75,705.39,282.91
2025-02-05 09:00:00,132.62,311.54,90.66,190.59,37.75,39.76,47.2,640.12,289.89
2025-02-05 10:00:00,112.12,311.5,90.12,175.05,34.57,121.74,46.55,620.21,272.2
2025-02-05 11:00:00,90.05,310.43,68.18,141.58,30.93,181.38,43.82,613.58,274.22
2025-02-05 12:00:00,91.01,275.04,74.93,144.17,31.18,266.0,43.16,640.84,260.18
2025-02-05 13:00:00,92.07,291.25,67.08,143.36,30.56,306.49,42.85,703.38,249.56
2025-02-05 14:00:00,103.69,292.78,76.89,169.65,31.56,254.51,43.31,776.95,231.58
2025-02-05 15:00:00,120.63,290.24,89.27,215.33,37.2,154.46,45.51,689.84,173.45
2025-02-05 16:00:00,135.24,294.41,120.65,218.9,37.97,32.45,45.85,609.21,181.68
2025-02-05 17:00:00,177.19,278.51,128.14,223.37,38.91,0.1,46.4,426.87,156.03
2025-02-05 18:00:00,189.9,273.16,134.88,219.91,39.25,0.0,46.4,345.9,172.7
2025-02-05 19:00:00,157.29,270.76,138.54,225.97,39.43,0.0,45.8,337.62,170.27
2025-02-05 20:00:00,140.95,271.02,138.86,226.39,39.45,0.0,45.87,356.78,148.16
2025-02-05 21:00:00,130.85,297.8,148.29,230.43,40.25,0.0,46.05,345.98,125.68
2025-02-05 22:00:00,120.69,269.85,136.32,221.04,38.47,0.0,45.21,329.66,110.22
2025-02-05 23:00:00,112.3,278.73,101.51,220.34,38.22,0.0,45.01,340.47,67.63
2025-02-06 00:00:00,130.5,319.95,99.24,220.39,36.48,0.0,44.96,448.76,56.95
2025-02-06 01:00:00,129.4,323.96,99.2,220.08,36.2,0.0,45.32,331.02,63.76
2025-02-06 02:00:00,122.55,324.6,99.19,219.45,36.19,0.0,46.0,282.09,62.66
2025-02-06 03:00:00,123.51,324.9,99.53,220.03,36.3,0.0,45.92,244.05,54.46
2025-02-06 04:00:00,118.48,324.73,104.27,227.92,37.79,0.0,59.71,192.16,61.9
2025-02-06 05:00:00,126.81,324.68,98.9,219.21,36.12,0.0,45.93,199.84,57.36
2025-02-06 06:00:00,156.12,325.36,103.77,225.65,37.34,0.0,45.99,174.84,67.49
2025-02-06 07:00:00,177.41,324.01,142.48,229.95,39.25,0.04,46.14,158.16,77.29
2025-02-06 08:00:00,219.42,322.05,163.74,219.98,39.67,25.57,46.29,107.39,72.75
2025-02-06 09:00:00,179.0,325.04,156.07,201.62,39.67,133.46,46.59,83.19,69.73
2025-02-06 10:00:00,159.04,324.05,140.34,197.86,38.89,250.07,47.31,68.55,57.11
2025-02-06 11:00:00,146.06,322.66,154.62,195.23,37.67,341.33,47.16,88.02,41.6
2025-02-06 12:00:00,136.78,323.28,160.4,194.79,37.49,404.67,47.81,101.55,33.43
2025-02-06 13:00:00,129.02,324.84,162.24,188.15,35.94,391.18,45.78,111.15,40.71
2025-02-06 14:00:00,121.97,324.28,170.11,193.55,37.07,312.38,47.59,82.82,56.93
2025-02-06 15:00:00,150.8,323.98,161.61,196.31,37.63,159.27,52.56,58.64,69.98
2025-02-06 16:00:00,164.9,324.72,165.54,204.88,39.68,25.7,65.76,75.19,60.83
2025-02-06 17:00:00,171.6,325.37,161.95,199.91,38.99,0.08,48.65,109.51,53.88
2025-02-06 18:00:00,170.49,320.6,161.17,210.66,38.81,0.0,46.74,158.72,62.2
2025-02-06 19:00:00,162.95,320.74,160.26,226.74,38.51,0.0,47.68,242.38,68.81
2025-02-06 20:00:00,141.33,323.81,158.68,223.14,38.01,0.0,46.29,336.9,80.46
2025-02-06 21:00:00,131.26,321.63,157.82,222.31,36.66,0.0,44.65,345.4,81.26
2025-02-06 22:00:00,129.51,321.51,158.91,223.92,37.06,0.0,42.18,347.28,86.26
2025-02-06 23:00:00,118.79,319.34,158.24,223.67,36.88,0.0,45.49,307.12,87.36
2025-02-07 00:00:00,121.28,279.14,116.74,220.54,36.3,0.0,45.82,373.66,106.66
2025-02-07 01:00:00,110.66,275.51,114.47,222.91,36.77,0.0,50.34,394.72,103.13
2025-02-07 02:00:00,108.83,269.23,100.69,200.25,32.45,0.0,44.09,585.28,110.98
2025-02-07 03:00:00,105.0,270.62,100.99,201.14,32.55,0.0,43.82,660.72,119.11
2025-02-07 04:00:00,94.22,240.89,103.22,204.49,33.25,0.0,48.89,661.05,134.83
2025-02-07 05:00:00,95.06,231.9,103.91,203.95,33.14,0.0,47.53,686.87,148.37
2025-02-07 06:00:00,111.66,268.75,140.52,215.4,36.33,0.0,43.06,682.52,137.38
2025-02-07 07:00:00,141.94,321.51,157.31,223.41,38.8,0.0,54.87,744.2,157.17
2025-02-07 08:00:00,164.41,315.03,154.57,229.5,40.03,5.4,61.1,739.8,193.81
2025-02-07 09:00:00,150.17,306.72,148.98,221.89,38.53,67.35,59.43,667.36,159.69
2025-02-07 10:00:00,132.09,307.84,135.67,208.24,34.61,138.09,53.99,699.04,205.94
2025-02-07 11:00:00,109.34,310.79,87.62,211.3,34.54,169.08,50.14,651.32,226.12
2025-02-07 12:00:00,94.39,268.25,81.96,199.28,32.25,173.16,47.17,762.62,214.76
2025-02-07 13:00:00,89.46,264.16,98.29,196.9,31.8,128.25,46.09,856.02,245.14
2025-02-07 14:00:00,89.25,268.23,98.61,197.06,31.81,74.8,48.03,849.07,276.54
2025-02-07 15:00:00,94.9,276.63,98.92,198.0,31.9,41.91,48.2,873.23,285.75
2025-02-07 16:00:00,113.68,313.58,111.21,217.92,35.74,9.99,50.99,873.38,270.34
2025-02-07 17:00:00,126.64,319.89,110.12,215.84,35.4,0.03,54.85,797.54,270.28
2025-02-07 18:00:00,133.91,316.17,103.54,204.92,33.36,0.0,49.88,772.84,246.72
2025-02-07 19:00:00,114.61,295.16,101.25,201.2,32.63,0.0,49.87,826.71,247.28
2025-02-07 20:00:00,96.09,286.72,104.2,205.94,33.54,0.0,49.78,773.61,240.84
2025-02-07 21:00:00,83.15,277.78,88.79,149.0,28.74,0.0,47.65,746.42,217.6
2025-02-07 22:00:00,74.09,279.25,68.6,91.84,22.42,0.0,43.17,823.89,195.51
2025-02-07 23:00:00,61.7,279.05,73.59,98.33,24.25,0.0,43.1,885.72,202.53
2025-02-08 00:00:00,67.1,288.8,61.33,134.08,26.53,0.0,38.0,901.03,208.31
2025-02-08 01:00:00,63.43,280.04,60.16,169.33,26.68,0.0,35.31,907.57,241.31
2025-02-08 02:00:00,53.8,276.61,59.87,169.94,26.32,0.0,36.41,877.89,247.88
2025-02-08 03:00:00,48.97,278.41,60.08,170.04,19.19,0.0,36.93,873.34,295.66
2025-02-08 04:00:00,48.55,277.97,61.13,141.25,18.97,0.0,37.76,858.04,283.28
2025-02-08 05:00:00,48.16,278.56,60.25,116.07,18.69,0.0,38.46,872.7,229.09
2025-02-08 06:00:00,48.68,278.86,60.0,116.04,18.61,0.0,38.64,914.53,218.14
2025-02-08 07:00:00,69.79,282.92,58.99,114.3,18.29,0.0,38.59,921.27,219.99
2025-02-08 08:00:00,95.11,290.45,55.66,108.91,22.21,6.2,37.95,914.37,219.55
