MTU (CET/CEST),Area,Sequence,Day-ahead Price (EUR/MWh),Intraday Period (CET/CEST),Intraday Price (EUR/MWh)
07/03/2025 13:00:00 - 07/03/2025 14:00:00,BZN|DK2,Without sequence,8.08,,
07/03/2025 14:00:00 - 07/03/2025 15:00:00,BZN|DK2,Without sequence,37.05,,
07/03/2025 15:00:00 - 07/03/2025 16:00:00,BZN|DK2,Without sequence,90.15,,
07/03/2025 16:00:00 - 07/03/2025 17:00:00,BZN|DK2,Without sequence,126.99,,
07/03/2025 17:00:00 - 07/03/2025 18:00:00,BZN|DK2,Without sequence,149.92,,
07/03/2025 18:00:00 - 07/03/2025 19:00:00,BZN|DK2,Without sequence,216.65,,
07/03/2025 19:00:00 - 07/03/2025 20:00:00,BZN|DK2,Without sequence,178.68,,
07/03/2025 20:00:00 - 07/03/2025 21:00:00,BZN|DK2,Without sequence,148.7,,
07/03/2025 21:00:00 - 07/03/2025 22:00:00,BZN|DK2,Without sequence,132.4,,
07/03/2025 22:00:00 - 07/03/2025 23:00:00,BZN|DK2,Without sequence,119.11,,
07/03/2025 23:00:00 - 08/03/2025 00:00:00,BZN|DK2,Without sequence,111.83,,
08/03/2025 00:00:00 - 08/03/2025 01:00:00,BZN|DK2,Without sequence,124.97,,
08/03/2025 01:00:00 - 08/03/2025 02:00:00,BZN|DK2,Without sequence,113.94,,
08/03/2025 02:00:00 - 08/03/2025 03:00:00,BZN|DK2,Without sequence,117.22,,
08/03/2025 03:00:00 - 08/03/2025 04:00:00,BZN|DK2,Without sequence,116.76,,
08/03/2025 04:00:00 - 08/03/2025 05:00:00,BZN|DK2,Without sequence,118.42,,
08/03/2025 05:00:00 - 08/03/2025 06:00:00,BZN|DK2,Without sequence,121.3,,
08/03/2025 06:00:00 - 08/03/2025 07:00:00,BZN|DK2,Without sequence,127.82,,
08/03/2025 07:00:00 - 08/03/2025 08:00:00,BZN|DK2,Without sequence,120.6,,
08/03/2025 08:00:00 - 08/03/2025 09:00:00,BZN|DK2,Without sequence,98.05,,
08/03/2025 09:00:00 - 08/03/2025 10:00:00,BZN|DK2,Without sequence,72.54,,
08/03/2025 10:00:00 - 08/03/2025 11:00:00,BZN|DK2,Without sequence,18.05,,
08/03/2025 11:00:00 - 08/03/2025 12:00:00,BZN|DK2,Without sequence,2.07,,
08/03/2025 12:00:00 - 08/03/2025 13:00:00,BZN|DK2,Without sequence,-0.33,,
08/03/2025 13:00:00 - 08/03/2025 14:00:00,BZN|DK2,Without sequence,-0.1,,
08/03/2025 14:00:00 - 08/03/2025 15:00:00,BZN|DK2,Without sequence,2.76,,
08/03/2025 15:00:00 - 08/03/2025 16:00:00,BZN|DK2,Without sequence,53.53,,
08/03/2025 16:00:00 - 08/03/2025 17:00:00,BZN|DK2,Without sequence,100.87,,
08/03/2025 17:00:00 - 08/03/2025 18:00:00,BZN|DK2,Without sequence,145.58,,
08/03/2025 18:00:00 - 08/03/2025 19:00:00,BZN|DK2,Without sequence,174.04,,
08/03/2025 19:00:00 - 08/03/2025 20:00:00,BZN|DK2,Without sequence,140.03,,
08/03/2025 20:00:00 - 08/03/2025 21:00:00,BZN|DK2,Without sequence,111.21,,
08/03/2025 21:00:00 - 08/03/2025 22:00:00,BZN|DK2,Without sequence,100.01,,
08/03/2025 22:00:00 - 08/03/2025 23:00:00,BZN|DK2,Without sequence,99.24,,
08/03/2025 23:00:00 - 09/03/2025 00:00:00,BZN|DK2,Without sequence,97.94,,
09/03/2025 00:00:00 - 09/03/2025 01:00:00,BZN|DK2,Without sequence,95.19,,
09/03/2025 01:00:00 - 09/03/2025 02:00:00,BZN|DK2,Without sequence,94.81,,
09/03/2025 02:00:00 - 09/03/2025 03:00:00,BZN|DK2,Without sequence,94.44,,
09/03/2025 03:00:00 - 09/03/2025 04:00:00,BZN|DK2,Without sequence,96.51,,
09/03/2025 04:00:00 - 09/03/2025 05:00:00,BZN|DK2,Without sequence,98.67,,
09/03/2025 05:00:00 - 09/03/2025 06:00:00,BZN|DK2,Without sequence,101.51,,
09/03/2025 06:00:00 - 09/03/2025 07:00:00,BZN|DK2,Without sequence,100,,
09/03/2025 07:00:00 - 09/03/2025 08:00:00,BZN|DK2,Without sequence,93,,
09/03/2025 08:00:00 - 09/03/2025 09:00:00,BZN|DK2,Without sequence,59.02,,
09/03/2025 09:00:00 - 09/03/2025 10:00:00,BZN|DK2,Without sequence,24.41,,
09/03/2025 10:00:00 - 09/03/2025 11:00:00,BZN|DK2,Without sequence,21.32,,
09/03/2025 11:00:00 - 09/03/2025 12:00:00,BZN|DK2,Without sequence,3.95,,
09/03/2025 12:00:00 - 09/03/2025 13:00:00,BZN|DK2,Without sequence,1.29,,
09/03/2025 13:00:00 - 09/03/2025 14:00:00,BZN|DK2,Without sequence,3.95,,
09/03/2025 14:00:00 - 09/03/2025 15:00:00,BZN|DK2,Without sequence,11.03,,
09/03/2025 15:00:00 - 09/03/2025 16:00:00,BZN|DK2,Without sequence,28.01,,
09/03/2025 16:00:00 - 09/03/2025 17:00:00,BZN|DK2,Without sequence,68.99,,
09/03/2025 17:00:00 - 09/03/2025 18:00:00,BZN|DK2,Without sequence,107.86,,
09/03/2025 18:00:00 - 09/03/2025 19:00:00,BZN|DK2,Without sequence,134.15,,
09/03/2025 19:00:00 - 09/03/2025 20:00:00,BZN|DK2,Without sequence,132.71,,
09/03/2025 20:00:00 - 09/03/2025 21:00:00,BZN|DK2,Without sequence,114.54,,
09/03/2025 21:00:00 - 09/03/2025 22:00:00,BZN|DK2,Without sequence,107.87,,
09/03/2025 22:00:00 - 09/03/2025 23:00:00,BZN|DK2,Without sequence,104.56,,
09/03/2025 23:00:00 - 10/03/2025 00:00:00,BZN|DK2,Without sequence,103.64,,
10/03/2025 00:00:00 - 10/03/2025 01:00:00,BZN|DK2,Without sequence,95.84,,
10/03/2025 01:00:00 - 10/03/2025 02:00:00,BZN|DK2,Without sequence,94.92,,
10/03/2025 02:00:00 - 10/03/2025 03:00:00,BZN|DK2,Without sequence,96.7,,
10/03/2025 03:00:00 - 10/03/2025 04:00:00,BZN|DK2,Without sequence,96.86,,
10/03/2025 04:00:00 - 10/03/2025 05:00:00,BZN|DK2,Without sequence,89.98,,
10/03/2025 05:00:00 - 10/03/2025 06:00:00,BZN|DK2,Without sequence,101.13,,
10/03/2025 06:00:00 - 10/03/2025 07:00:00,BZN|DK2,Without sequence,148.63,,
10/03/2025 07:00:00 - 10/03/2025 08:00:00,BZN|DK2,Without sequence,159.87,,
10/03/2025 08:00:00 - 10/03/2025 09:00:00,BZN|DK2,Without sequence,134.08,,
10/03/2025 09:00:00 - 10/03/2025 10:00:00,BZN|DK2,Without sequence,98.92,,
10/03/2025 10:00:00 - 10/03/2025 11:00:00,BZN|DK2,Without sequence,84.44,,
10/03/2025 11:00:00 - 10/03/2025 12:00:00,BZN|DK2,Without sequence,77.92,,
10/03/2025 12:00:00 - 10/03/2025 13:00:00,BZN|DK2,Without sequence,76.06,,
10/03/2025 13:00:00 - 10/03/2025 14:00:00,BZN|DK2,Without sequence,77.36,,
10/03/2025 14:00:00 - 10/03/2025 15:00:00,BZN|DK2,Without sequence,83.96,,
10/03/2025 15:00:00 - 10/03/2025 16:00:00,BZN|DK2,Without sequence,97.54,,
10/03/2025 16:00:00 - 10/03/2025 17:00:00,BZN|DK2,Without sequence,127.59,,
10/03/2025 17:00:00 - 10/03/2025 18:00:00,BZN|DK2,Without sequence,148.1,,
10/03/2025 18:00:00 - 10/03/2025 19:00:00,BZN|DK2,Without sequence,175.06,,
10/03/2025 19:00:00 - 10/03/2025 20:00:00,BZN|DK2,Without sequence,160.4,,
10/03/2025 20:00:00 - 10/03/2025 21:00:00,BZN|DK2,Without sequence,142.28,,
10/03/2025 21:00:00 - 10/03/2025 22:00:00,BZN|DK2,Without sequence,126.68,,
10/03/2025 22:00:00 - 10/03/2025 23:00:00,BZN|DK2,Without sequence,106.87,,
10/03/2025 23:00:00 - 11/03/2025 00:00:00,BZN|DK2,Without sequence,97.93,,
11/03/2025 00:00:00 - 11/03/2025 01:00:00,BZN|DK2,Without sequence,104.39,,
11/03/2025 01:00:00 - 11/03/2025 02:00:00,BZN|DK2,Without sequence,101.79,,
11/03/2025 02:00:00 - 11/03/2025 03:00:00,BZN|DK2,Without sequence,99.72,,
11/03/2025 03:00:00 - 11/03/2025 04:00:00,BZN|DK2,Without sequence,100.48,,
11/03/2025 04:00:00 - 11/03/2025 05:00:00,BZN|DK2,Without sequence,102.51,,
11/03/2025 05:00:00 - 11/03/2025 06:00:00,BZN|DK2,Without sequence,110.88,,
11/03/2025 06:00:00 - 11/03/2025 07:00:00,BZN|DK2,Without sequence,148.14,,
11/03/2025 07:00:00 - 11/03/2025 08:00:00,BZN|DK2,Without sequence,153.09,,
11/03/2025 08:00:00 - 11/03/2025 09:00:00,BZN|DK2,Without sequence,146.54,,
11/03/2025 09:00:00 - 11/03/2025 10:00:00,BZN|DK2,Without sequence,128.53,,
11/03/2025 10:00:00 - 11/03/2025 11:00:00,BZN|DK2,Without sequence,102,,
11/03/2025 11:00:00 - 11/03/2025 12:00:00,BZN|DK2,Without sequence,97.48,,
11/03/2025 12:00:00 - 11/03/2025 13:00:00,BZN|DK2,Without sequence,96.45,,
11/03/2025 13:00:00 - 11/03/2025 14:00:00,BZN|DK2,Without sequence,98.39,,
11/03/2025 14:00:00 - 11/03/2025 15:00:00,BZN|DK2,Without sequence,102.35,,
11/03/2025 15:00:00 - 11/03/2025 16:00:00,BZN|DK2,Without sequence,112.84,,
11/03/2025 16:00:00 - 11/03/2025 17:00:00,BZN|DK2,Without sequence,132.9,,
11/03/2025 17:00:00 - 11/03/2025 18:00:00,BZN|DK2,Without sequence,172.03,,
11/03/2025 18:00:00 - 11/03/2025 19:00:00,BZN|DK2,Without sequence,205.15,,
11/03/2025 19:00:00 - 11/03/2025 20:00:00,BZN|DK2,Without sequence,181.06,,
11/03/2025 20:00:00 - 11/03/2025 21:00:00,BZN|DK2,Without sequence,149.49,,
11/03/2025 21:00:00 - 11/03/2025 22:00:00,BZN|DK2,Without sequence,133.05,,
11/03/2025 22:00:00 - 11/03/2025 23:00:00,BZN|DK2,Without sequence,121.27,,
11/03/2025 23:00:00 - 12/03/2025 00:00:00,BZN|DK2,Without sequence,107.36,,
12/03/2025 00:00:00 - 12/03/2025 01:00:00,BZN|DK2,Without sequence,101.74,,
12/03/2025 01:00:00 - 12/03/2025 02:00:00,BZN|DK2,Without sequence,100.11,,
12/03/2025 02:00:00 - 12/03/2025 03:00:00,BZN|DK2,Without sequence,97.82,,
12/03/2025 03:00:00 - 12/03/2025 04:00:00,BZN|DK2,Without sequence,97.43,,
12/03/2025 04:00:00 - 12/03/2025 05:00:00,BZN|DK2,Without sequence,101.85,,
12/03/2025 05:00:00 - 12/03/2025 06:00:00,BZN|DK2,Without sequence,110.37,,
12/03/2025 06:00:00 - 12/03/2025 07:00:00,BZN|DK2,Without sequence,144.57,,
12/03/2025 07:00:00 - 12/03/2025 08:00:00,BZN|DK2,Without sequence,161.75,,
12/03/2025 08:00:00 - 12/03/2025 09:00:00,BZN|DK2,Without sequence,148.49,,
12/03/2025 09:00:00 - 12/03/2025 10:00:00,BZN|DK2,Without sequence,125.02,,
12/03/2025 10:00:00 - 12/03/2025 11:00:00,BZN|DK2,Without sequence,102.64,,
12/03/2025 11:00:00 - 12/03/2025 12:00:00,BZN|DK2,Without sequence,99.73,,
12/03/2025 12:00:00 - 12/03/2025 13:00:00,BZN|DK2,Without sequence,98.11,,
12/03/2025 13:00:00 - 12/03/2025 14:00:00,BZN|DK2,Without sequence,99.95,,
12/03/2025 14:00:00 - 12/03/2025 15:00:00,BZN|DK2,Without sequence,101.69,,
12/03/2025 15:00:00 - 12/03/2025 16:00:00,BZN|DK2,Without sequence,117.81,,
12/03/2025 16:00:00 - 12/03/2025 17:00:00,BZN|DK2,Without sequence,140.35,,
12/03/2025 17:00:00 - 12/03/2025 18:00:00,BZN|DK2,Without sequence,159.04,,
12/03/2025 18:00:00 - 12/03/2025 19:00:00,BZN|DK2,Without sequence,199.9,,
12/03/2025 19:00:00 - 12/03/2025 20:00:00,BZN|DK2,Without sequence,179.58,,
12/03/2025 20:00:00 - 12/03/2025 21:00:00,BZN|DK2,Without sequence,148.09,,
12/03/2025 21:00:00 - 12/03/2025 22:00:00,BZN|DK2,Without sequence,132.26,,
12/03/2025 22:00:00 - 12/03/2025 23:00:00,BZN|DK2,Without sequence,120.02,,
12/03/2025 23:00:00 - 13/03/2025 00:00:00,BZN|DK2,Without sequence,109.91,,
13/03/2025 00:00:00 - 13/03/2025 01:00:00,BZN|DK2,Without sequence,108.49,,
13/03/2025 01:00:00 - 13/03/2025 02:00:00,BZN|DK2,Without sequence,102.22,,
13/03/2025 02:00:00 - 13/03/2025 03:00:00,BZN|DK2,Without sequence,98.96,,
13/03/2025 03:00:00 - 13/03/2025 04:00:00,BZN|DK2,Without sequence,96.69,,
13/03/2025 04:00:00 - 13/03/2025 05:00:00,BZN|DK2,Without sequence,98.33,,
13/03/2025 05:00:00 - 13/03/2025 06:00:00,BZN|DK2,Without sequence,105.87,,
13/03/2025 06:00:00 - 13/03/2025 07:00:00,BZN|DK2,Without sequence,132.7,,
13/03/2025 07:00:00 - 13/03/2025 08:00:00,BZN|DK2,Without sequence,160.74,,
13/03/2025 08:00:00 - 13/03/2025 09:00:00,BZN|DK2,Without sequence,160.99,,
13/03/2025 09:00:00 - 13/03/2025 10:00:00,BZN|DK2,Without sequence,154.8,,
13/03/2025 10:00:00 - 13/03/2025 11:00:00,BZN|DK2,Without sequence,123.84,,
13/03/2025 11:00:00 - 13/03/2025 12:00:00,BZN|DK2,Without sequence,110.75,,
13/03/2025 12:00:00 - 13/03/2025 13:00:00,BZN|DK2,Without sequence,110.08,,
13/03/2025 13:00:00 - 13/03/2025 14:00:00,BZN|DK2,Without sequence,108.28,,
13/03/2025 14:00:00 - 13/03/2025 15:00:00,BZN|DK2,Without sequence,107.6,,
13/03/2025 15:00:00 - 13/03/2025 16:00:00,BZN|DK2,Without sequence,110.02,,
13/03/2025 16:00:00 - 13/03/2025 17:00:00,BZN|DK2,Without sequence,121.56,,
13/03/2025 17:00:00 - 13/03/2025 18:00:00,BZN|DK2,Without sequence,142.95,,
13/03/2025 18:00:00 - 13/03/2025 19:00:00,BZN|DK2,Without sequence,166.09,,
13/03/2025 19:00:00 - 13/03/2025 20:00:00,BZN|DK2,Without sequence,173.42,,
13/03/2025 20:00:00 - 13/03/2025 21:00:00,BZN|DK2,Without sequence,148.99,,
13/03/2025 21:00:00 - 13/03/2025 22:00:00,BZN|DK2,Without sequence,135.69,,
13/03/2025 22:00:00 - 13/03/2025 23:00:00,BZN|DK2,Without sequence,123.41,,
13/03/2025 23:00:00 - 14/03/2025 00:00:00,BZN|DK2,Without sequence,111.53,,
14/03/2025 00:00:00 - 14/03/2025 01:00:00,BZN|DK2,Without sequence,109.19,,
14/03/2025 01:00:00 - 14/03/2025 02:00:00,BZN|DK2,Without sequence,106.08,,
14/03/2025 02:00:00 - 14/03/2025 03:00:00,BZN|DK2,Without sequence,105.97,,
14/03/2025 03:00:00 - 14/03/2025 04:00:00,BZN|DK2,Without sequence,103.89,,
14/03/2025 04:00:00 - 14/03/2025 05:00:00,BZN|DK2,Without sequence,105.37,,
14/03/2025 05:00:00 - 14/03/2025 06:00:00,BZN|DK2,Without sequence,114.08,,
14/03/2025 06:00:00 - 14/03/2025 07:00:00,BZN|DK2,Without sequence,143.05,,
14/03/2025 07:00:00 - 14/03/2025 08:00:00,BZN|DK2,Without sequence,155.29,,
14/03/2025 08:00:00 - 14/03/2025 09:00:00,BZN|DK2,Without sequence,155.08,,
14/03/2025 09:00:00 - 14/03/2025 10:00:00,BZN|DK2,Without sequence,132.11,,
14/03/2025 10:00:00 - 14/03/2025 11:00:00,BZN|DK2,Without sequence,112.01,,
14/03/2025 11:00:00 - 14/03/2025 12:00:00,BZN|DK2,Without sequence,106.37,,
14/03/2025 12:00:00 - 14/03/2025 13:00:00,BZN|DK2,Without sequence,104.49,,
14/03/2025 13:00:00 - 14/03/2025 14:00:00,BZN|DK2,Without sequence,104.58,,
14/03/2025 14:00:00 - 14/03/2025 15:00:00,BZN|DK2,Without sequence,105.38,,
14/03/2025 15:00:00 - 14/03/2025 16:00:00,BZN|DK2,Without sequence,109.42,,
14/03/2025 16:00:00 - 14/03/2025 17:00:00,BZN|DK2,Without sequence,124.93,,
14/03/2025 17:00:00 - 14/03/2025 18:00:00,BZN|DK2,Without sequence,146.56,,
14/03/2025 18:00:00 - 14/03/2025 19:00:00,BZN|DK2,Without sequence,155.47,,
14/03/2025 19:00:00 - 14/03/2025 20:00:00,BZN|DK2,Without sequence,151.02,,
14/03/2025 20:00:00 - 14/03/2025 21:00:00,BZN|DK2,Without sequence,130.1,,
14/03/2025 21:00:00 - 14/03/2025 22:00:00,BZN|DK2,Without sequence,111.46,,
14/03/2025 22:00:00 - 14/03/2025 23:00:00,BZN|DK2,Without sequence,114,,
14/03/2025 23:00:00 - 15/03/2025 00:00:00,BZN|DK2,Without sequence,105.15,,
15/03/2025 00:00:00 - 15/03/2025 01:00:00,BZN|DK2,Without sequence,112.16,,
15/03/2025 01:00:00 - 15/03/2025 02:00:00,BZN|DK2,Without sequence,103.15,,
15/03/2025 02:00:00 - 15/03/2025 03:00:00,BZN|DK2,Without sequence,96,,
15/03/2025 03:00:00 - 15/03/2025 04:00:00,BZN|DK2,Without sequence,89.89,,
15/03/2025 04:00:00 - 15/03/2025 05:00:00,BZN|DK2,Without sequence,86.89,,
15/03/2025 05:00:00 - 15/03/2025 06:00:00,BZN|DK2,Without sequence,90.55,,
15/03/2025 06:00:00 - 15/03/2025 07:00:00,BZN|DK2,Without sequence,97,,
15/03/2025 07:00:00 - 15/03/2025 08:00:00,BZN|DK2,Without sequence,99.38,,
15/03/2025 08:00:00 - 15/03/2025 09:00:00,BZN|DK2,Without sequence,98.73,,
15/03/2025 09:00:00 - 15/03/2025 10:00:00,BZN|DK2,Without sequence,86.36,,
15/03/2025 10:00:00 - 15/03/2025 11:00:00,BZN|DK2,Without sequence,72.35,,
15/03/2025 11:00:00 - 15/03/2025 12:00:00,BZN|DK2,Without sequence,67.12,,
15/03/2025 12:00:00 - 15/03/2025 13:00:00,BZN|DK2,Without sequence,57.28,,
15/03/2025 13:00:00 - 15/03/2025 14:00:00,BZN|DK2,Without sequence,47.96,,
15/03/2025 14:00:00 - 15/03/2025 15:00:00,BZN|DK2,Without sequence,54.46,,
15/03/2025 15:00:00 - 15/03/2025 16:00:00,BZN|DK2,Without sequence,70.76,,
15/03/2025 16:00:00 - 15/03/2025 17:00:00,BZN|DK2,Without sequence,84.2,,
15/03/2025 17:00:00 - 15/03/2025 18:00:00,BZN|DK2,Without sequence,121.87,,
15/03/2025 18:00:00 - 15/03/2025 19:00:00,BZN|DK2,Without sequence,130.26,,
15/03/2025 19:00:00 - 15/03/2025 20:00:00,BZN|DK2,Without sequence,132.91,,
15/03/2025 20:00:00 - 15/03/2025 21:00:00,BZN|DK2,Without sequence,121.41,,
15/03/2025 21:00:00 - 15/03/2025 22:00:00,BZN|DK2,Without sequence,108.46,,
15/03/2025 22:00:00 - 15/03/2025 23:00:00,BZN|DK2,Without sequence,104.98,,
15/03/2025 23:00:00 - 16/03/2025 00:00:00,BZN|DK2,Without sequence,95.21,,
16/03/2025 00:00:00 - 16/03/2025 01:00:00,BZN|DK2,Without sequence,89.97,,
16/03/2025 01:00:00 - 16/03/2025 02:00:00,BZN|DK2,Without sequence,85.75,,
16/03/2025 02:00:00 - 16/03/2025 03:00:00,BZN|DK2,Without sequence,79.57,,
16/03/2025 03:00:00 - 16/03/2025 04:00:00,BZN|DK2,Without sequence,78.15,,
16/03/2025 04:00:00 - 16/03/2025 05:00:00,BZN|DK2,Without sequence,78.55,,
16/03/2025 05:00:00 - 16/03/2025 06:00:00,BZN|DK2,Without sequence,29.41,,
16/03/2025 06:00:00 - 16/03/2025 07:00:00,BZN|DK2,Without sequence,30.14,,
16/03/2025 07:00:00 - 16/03/2025 08:00:00,BZN|DK2,Without sequence,30.7,,
16/03/2025 08:00:00 - 16/03/2025 09:00:00,BZN|DK2,Without sequence,30.5,,
16/03/2025 09:00:00 - 16/03/2025 10:00:00,BZN|DK2,Without sequence,28.73,,
16/03/2025 10:00:00 - 16/03/2025 11:00:00,BZN|DK2,Without sequence,24.06,,
16/03/2025 11:00:00 - 16/03/2025 12:00:00,BZN|DK2,Without sequence,2.9,,
16/03/2025 12:00:00 - 16/03/2025 13:00:00,BZN|DK2,Without sequence,1.01,,
16/03/2025 13:00:00 - 16/03/2025 14:00:00,BZN|DK2,Without sequence,0.19,,
16/03/2025 14:00:00 - 16/03/2025 15:00:00,BZN|DK2,Without sequence,2.67,,
16/03/2025 15:00:00 - 16/03/2025 16:00:00,BZN|DK2,Without sequence,30.81,,
16/03/2025 16:00:00 - 16/03/2025 17:00:00,BZN|DK2,Without sequence,59.97,,
16/03/2025 17:00:00 - 16/03/2025 18:00:00,BZN|DK2,Without sequence,94.68,,
16/03/2025 18:00:00 - 16/03/2025 19:00:00,BZN|DK2,Without sequence,83.61,,
16/03/2025 19:00:00 - 16/03/2025 20:00:00,BZN|DK2,Without sequence,45.54,,
16/03/2025 20:00:00 - 16/03/2025 21:00:00,BZN|DK2,Without sequence,31.49,,
16/03/2025 21:00:00 - 16/03/2025 22:00:00,BZN|DK2,Without sequence,31.1,,
16/03/2025 22:00:00 - 16/03/2025 23:00:00,BZN|DK2,Without sequence,30.69,,
16/03/2025 23:00:00 - 17/03/2025 00:00:00,BZN|DK2,Without sequence,30.44,,
17/03/2025 00:00:00 - 17/03/2025 01:00:00,BZN|DK2,Without sequence,30.66,,
17/03/2025 01:00:00 - 17/03/2025 02:00:00,BZN|DK2,Without sequence,40.11,,
17/03/2025 02:00:00 - 17/03/2025 03:00:00,BZN|DK2,Without sequence,77.6,,
17/03/2025 03:00:00 - 17/03/2025 04:00:00,BZN|DK2,Without sequence,80.9,,
17/03/2025 04:00:00 - 17/03/2025 05:00:00,BZN|DK2,Without sequence,85.84,,
17/03/2025 05:00:00 - 17/03/2025 06:00:00,BZN|DK2,Without sequence,103.33,,
17/03/2025 06:00:00 - 17/03/2025 07:00:00,BZN|DK2,Without sequence,135.26,,
17/03/2025 07:00:00 - 17/03/2025 08:00:00,BZN|DK2,Without sequence,152.96,,
17/03/2025 08:00:00 - 17/03/2025 09:00:00,BZN|DK2,Without sequence,135.32,,
17/03/2025 09:00:00 - 17/03/2025 10:00:00,BZN|DK2,Without sequence,100.77,,
17/03/2025 10:00:00 - 17/03/2025 11:00:00,BZN|DK2,Without sequence,68.2,,
17/03/2025 11:00:00 - 17/03/2025 12:00:00,BZN|DK2,Without sequence,50.53,,
17/03/2025 12:00:00 - 17/03/2025 13:00:00,BZN|DK2,Without sequence,31.14,,
17/03/2025 13:00:00 - 17/03/2025 14:00:00,BZN|DK2,Without sequence,27.92,,
17/03/2025 14:00:00 - 17/03/2025 15:00:00,BZN|DK2,Without sequence,50.12,,
17/03/2025 15:00:00 - 17/03/2025 16:00:00,BZN|DK2,Without sequence,70.02,,
17/03/2025 16:00:00 - 17/03/2025 17:00:00,BZN|DK2,Without sequence,98.59,,
17/03/2025 17:00:00 - 17/03/2025 18:00:00,BZN|DK2,Without sequence,143.14,,
17/03/2025 18:00:00 - 17/03/2025 19:00:00,BZN|DK2,Without sequence,177.42,,
17/03/2025 19:00:00 - 17/03/2025 20:00:00,BZN|DK2,Without sequence,170.09,,
17/03/2025 20:00:00 - 17/03/2025 21:00:00,BZN|DK2,Without sequence,141.58,,
17/03/2025 21:00:00 - 17/03/2025 22:00:00,BZN|DK2,Without sequence,113.55,,
17/03/2025 22:00:00 - 17/03/2025 23:00:00,BZN|DK2,Without sequence,106.46,,
17/03/2025 23:00:00 - 18/03/2025 00:00:00,BZN|DK2,Without sequence,93.49,,
18/03/2025 00:00:00 - 18/03/2025 01:00:00,BZN|DK2,Without sequence,92.18,,
18/03/2025 01:00:00 - 18/03/2025 02:00:00,BZN|DK2,Without sequence,89.96,,
18/03/2025 02:00:00 - 18/03/2025 03:00:00,BZN|DK2,Without sequence,89.71,,
18/03/2025 03:00:00 - 18/03/2025 04:00:00,BZN|DK2,Without sequence,67.1,,
18/03/2025 04:00:00 - 18/03/2025 05:00:00,BZN|DK2,Without sequence,69.44,,
18/03/2025 05:00:00 - 18/03/2025 06:00:00,BZN|DK2,Without sequence,102.28,,
18/03/2025 06:00:00 - 18/03/2025 07:00:00,BZN|DK2,Without sequence,128.02,,
18/03/2025 07:00:00 - 18/03/2025 08:00:00,BZN|DK2,Without sequence,136.73,,
18/03/2025 08:00:00 - 18/03/2025 09:00:00,BZN|DK2,Without sequence,106.56,,
18/03/2025 09:00:00 - 18/03/2025 10:00:00,BZN|DK2,Without sequence,68.46,,
18/03/2025 10:00:00 - 18/03/2025 11:00:00,BZN|DK2,Without sequence,27.24,,
18/03/2025 11:00:00 - 18/03/2025 12:00:00,BZN|DK2,Without sequence,1.79,,
18/03/2025 12:00:00 - 18/03/2025 13:00:00,BZN|DK2,Without sequence,-0.2,,
18/03/2025 13:00:00 - 18/03/2025 14:00:00,BZN|DK2,Without sequence,-0.28,,
18/03/2025 14:00:00 - 18/03/2025 15:00:00,BZN|DK2,Without sequence,17.36,,
18/03/2025 15:00:00 - 18/03/2025 16:00:00,BZN|DK2,Without sequence,38.6,,
18/03/2025 16:00:00 - 18/03/2025 17:00:00,BZN|DK2,Without sequence,96.03,,
18/03/2025 17:00:00 - 18/03/2025 18:00:00,BZN|DK2,Without sequence,141.1,,
18/03/2025 18:00:00 - 18/03/2025 19:00:00,BZN|DK2,Without sequence,171.17,,
18/03/2025 19:00:00 - 18/03/2025 20:00:00,BZN|DK2,Without sequence,167.77,,
18/03/2025 20:00:00 - 18/03/2025 21:00:00,BZN|DK2,Without sequence,142.51,,
18/03/2025 21:00:00 - 18/03/2025 22:00:00,BZN|DK2,Without sequence,117.77,,
18/03/2025 22:00:00 - 18/03/2025 23:00:00,BZN|DK2,Without sequence,107.46,,
18/03/2025 23:00:00 - 19/03/2025 00:00:00,BZN|DK2,Without sequence,100.5,,
19/03/2025 00:00:00 - 19/03/2025 01:00:00,BZN|DK2,Without sequence,107.45,,
19/03/2025 01:00:00 - 19/03/2025 02:00:00,BZN|DK2,Without sequence,102.55,,
19/03/2025 02:00:00 - 19/03/2025 03:00:00,BZN|DK2,Without sequence,101.34,,
19/03/2025 03:00:00 - 19/03/2025 04:00:00,BZN|DK2,Without sequence,102.15,,
19/03/2025 04:00:00 - 19/03/2025 05:00:00,BZN|DK2,Without sequence,106.74,,
19/03/2025 05:00:00 - 19/03/2025 06:00:00,BZN|DK2,Without sequence,122.73,,
19/03/2025 06:00:00 - 19/03/2025 07:00:00,BZN|DK2,Without sequence,158.29,,
19/03/2025 07:00:00 - 19/03/2025 08:00:00,BZN|DK2,Without sequence,147.93,,
19/03/2025 08:00:00 - 19/03/2025 09:00:00,BZN|DK2,Without sequence,108.19,,
19/03/2025 09:00:00 - 19/03/2025 10:00:00,BZN|DK2,Without sequence,73.39,,
19/03/2025 10:00:00 - 19/03/2025 11:00:00,BZN|DK2,Without sequence,28.86,,
19/03/2025 11:00:00 - 19/03/2025 12:00:00,BZN|DK2,Without sequence,3.96,,
19/03/2025 12:00:00 - 19/03/2025 13:00:00,BZN|DK2,Without sequence,-0.56,,
19/03/2025 13:00:00 - 19/03/2025 14:00:00,BZN|DK2,Without sequence,-0.16,,
19/03/2025 14:00:00 - 19/03/2025 15:00:00,BZN|DK2,Without sequence,27.42,,
